date,text,likes,comments,shares,post_url,page_name
2025-01-03 14:31:24+00:00,"you dont need girl math when the outfits are so good and the prices are so low 

myzudio 

tcs apply",12,2,0,https://www.facebook.com/reel/599658602606960/,MyZudio
2025-01-03 09:26:45+00:00,"every great journey begins with a single step into the zudio sale 

sale at 499 or less 

myzudio

tcs apply",11,3,0,https://www.facebook.com/reel/1130797474593841/,MyZudio
2025-01-02 13:28:07+00:00,"we asked they spilled zudio sale  1010 vibes 

myzudio 

tcs apply",82,2,2,https://www.facebook.com/reel/1138436494730927/,MyZudio
2025-01-02 08:41:17+00:00,"pov you told yourself youd only buy one thing but the zudio sale had other plans 

myzudio 

tcs apply",21,1,1,https://www.facebook.com/reel/616863427565442/,MyZudio
2024-12-31 13:30:28+00:00,"she came she shopped she conquered and then shopped some more 

myzudio 

tcs apply",40,1,5,https://www.facebook.com/reel/1101847495016544/,MyZudio
2024-12-31 05:54:31+00:00,,15,3,1,https://www.facebook.com/MyZudio/posts/pfbid02VgfSpHRtaM2aiuxDY6GhUCX6CyqDsJFajtuqc23993bKKBtg6X4TwmGASVppbMJPl,MyZudio
2024-12-31 05:54:14+00:00,,3,2,0,https://www.facebook.com/MyZudio/posts/pfbid0zBLkGUjV2GW3GNZ4yCHKLFCuso1Ux3UP9qXhWtQYGHipbYfvvHLuuDMHs97YdiBgl,MyZudio
2024-12-31 05:53:53+00:00,,5,1,0,https://www.facebook.com/MyZudio/posts/pfbid07uKfSHCGU19r4AELhiZFA8WPACQotGwHPJ5D8AjphHGLBFUYwcFgbkGYqKPtAh6Ll,MyZudio
2024-12-30 13:35:23+00:00,"bts of us excited for the big day tomorrow 

myzudio

tcs apply",48,3,8,https://www.facebook.com/reel/1442211473405697/,MyZudio
2024-12-29 14:42:28+00:00,"comment secret and we reply with a hint

myzudio",25,4,0,https://www.facebook.com/reel/585741297554814/,MyZudio
2024-12-20 15:05:57+00:00,"turning every hour into golden hour with this fit 

myzudio",5,1,1,https://www.facebook.com/reel/2896025160562931/,MyZudio
2024-12-19 12:30:38+00:00,"three guys one mission light up the party 

myzudio",11,1,0,https://www.facebook.com/reel/1105030484413791/,MyZudio
2024-12-19 12:21:38+00:00,"three guys one mission light up the party 

myzudio",3,1,0,https://www.facebook.com/reel/554285014170668/,MyZudio
2024-12-18 13:30:43+00:00,"serving full disco ball energy

myzudio",12,2,0,https://www.facebook.com/reel/519770777752524/,MyZudio
2024-12-18 12:26:54+00:00,"serving full disco ball energy

myzudio",9,0,0,https://www.facebook.com/reel/1093208358768644/,MyZudio
2024-12-15 13:23:05+00:00,"just 2 sisters ready to set the party on 

myzudio",6,1,2,https://www.facebook.com/reel/1090183075764988/,MyZudio
2024-12-14 14:46:41+00:00,"fomo friday but make it  

myzudio",2,1,0,https://www.facebook.com/reel/778186071153776/,MyZudio
2024-12-14 13:18:35+00:00,"december feels like a party and were dressed for it 

myzudio",13,1,0,https://www.facebook.com/reel/1340351174038620/,MyZudio
2024-12-11 13:18:42+00:00,"denim on repeat 

myzudio",11,1,0,https://www.facebook.com/reel/943047184626241/,MyZudio
2024-12-11 13:16:27+00:00,"denim on repeat 

myzudio",7,1,0,https://www.facebook.com/reel/573674098724981/,MyZudio
2024-12-10 14:25:28+00:00,"who wore it best 
trick question we all did 

myzudio",9,1,0,https://www.facebook.com/reel/3958339454490508/,MyZudio
2024-12-10 14:16:31+00:00,"who wore it best 
trick question we all did 

myzudio",6,1,0,https://www.facebook.com/reel/958425426335057/,MyZudio
2024-12-08 12:34:17+00:00,"real ones sync without trying 

myzudio",19,1,0,https://www.facebook.com/reel/1094394801990479/,MyZudio
2024-12-07 12:45:54+00:00,"your denim dreams just came true 
swipe for proof 

myzudio",11,0,0,https://www.facebook.com/MyZudio/posts/pfbid0xHFtQBxfEBkV19fbH3DiKvyWC3QbpPTR1hPPRHsxq6FMX9cKsSteXnA7x5XWxzqil,MyZudio
2024-12-06 13:04:37+00:00,"fomo friday feat your fashion fit  

myzudio",14,1,0,https://www.facebook.com/reel/1087751236087044/,MyZudio
2024-12-04 11:28:24+00:00,"comment below the different styles of jeans you know of

myzudio",4,0,0,https://www.facebook.com/reel/2797661223744939/,MyZudio
2024-12-02 13:04:40+00:00,"your next denim obsession closer than you think 

myzudio",4,1,0,https://www.facebook.com/reel/1139872457501310/,MyZudio
2024-12-01 14:30:26+00:00,"straight outta your winter pinterest moodboard 

myzudio",5,1,0,https://www.facebook.com/reel/1101448551581237/,MyZudio
2024-12-01 08:55:15+00:00,fomofriday myzudio,4,0,0,https://www.facebook.com/reel/1335333317422502/,MyZudio
2024-11-30 15:30:29+00:00,"edit colder than the weather 

myzudio",3,0,0,https://www.facebook.com/reel/1839073313565313/,MyZudio
2024-11-30 14:32:56+00:00,"edit colder than the weather 

myzudio",5,0,0,https://www.facebook.com/reel/927524295970378/,MyZudio
2024-11-29 15:01:41+00:00,"winter cheat codes unlocked 

myzudio",6,0,0,https://www.facebook.com/reel/1470739043593741/,MyZudio
2024-11-28 15:29:18+00:00,"living the dream mountain life

comment your favourite mountain town 

myzudio",4,1,0,https://www.facebook.com/reel/1626308768243494/,MyZudio
2024-11-24 12:35:13+00:00,"our stylist has four legs and she never misses 

myzudio",3,1,0,https://www.facebook.com/reel/1946946175797236/,MyZudio
2024-11-23 13:19:36+00:00,"chill guy got nothing on us 

myzudio",16,0,0,https://www.facebook.com/MyZudio/posts/pfbid02szauijAmjoQaWkcuTbi7buCEUjQPdRHbC6N4hBBf1KNiGfm4zPbF3DDPGTtYMURWl,MyZudio
2024-11-23 13:17:34+00:00,"chill guy got nothing on us 

myzudio",8,0,0,https://www.facebook.com/MyZudio/posts/pfbid02qGZLoU4tPSJ18EKqkYEmjwsHPRSmKo4tui937kV7oyDr3JPQ8V5krD3vwAKQAFSWl,MyZudio
2024-11-23 12:36:24+00:00,"chill guy got nothing on us 

myzudio",10,0,0,https://www.facebook.com/MyZudio/posts/pfbid0puvEvPKeMcCcBe53X9mshsGFjuijCvKYy3ybMakvTkg6uE7ey3dZSxgKPM39MN3hl,MyZudio
2024-11-22 13:40:55+00:00,"out here looking cooler than the weather 

myzudio",10,0,0,https://www.facebook.com/reel/1899700680539708/,MyZudio
2024-11-21 14:10:26+00:00,"flexing our fits in every angle 

myzudio",9,0,0,https://www.facebook.com/reel/1089509015642725/,MyZudio
2024-11-20 13:28:06+00:00,"if teleporting to different cities was this cool 

myzudio",21,0,0,https://www.facebook.com/reel/1790201895071906/,MyZudio
2024-11-18 15:06:34+00:00,"which city are you planning to travel to this szn myzudio has got you sorted 

myzudio",3,0,0,https://www.facebook.com/reel/2902992643200082/,MyZudio
2024-11-17 14:18:20+00:00,"hoodie thief applications open apply now 

myzudio",8,0,0,https://www.facebook.com/reel/1141629067480142/,MyZudio
2024-11-15 15:13:18+00:00,"no matter how winter hits were coming with a fit 

myzudio",13,0,0,https://www.facebook.com/reel/757315559896206/,MyZudio
2024-11-15 14:46:06+00:00,"no matter how winter hits were coming with a fit 

myzudio",7,1,0,https://www.facebook.com/reel/573377832049744/,MyZudio
2024-11-14 13:29:27+00:00,"are you ready to chill with us

myzudio",4,1,0,https://www.facebook.com/reel/467791179754209/,MyZudio
2024-11-12 12:37:30+00:00,"winter calls for some roasting 

myzudio",4,1,0,https://www.facebook.com/MyZudio/posts/pfbid0344kULoFFb3XnLiaw4i4JwQ5i8C3MFCVd43pGBU1PM4wsXQwmLR3M6kqeFSnJxjhAl,MyZudio
2024-11-11 14:41:48+00:00,,4,0,0,https://www.facebook.com/MyZudio/posts/pfbid02B5n3XN3T3vMAKqKwfawM9PcZcZNdFe3JFWfnijWYaRCHJruAQ8Q9TWb75ThnKyx7l,MyZudio
2024-11-11 13:23:42+00:00,"brring on the chill 

myzudio",13,0,0,https://www.facebook.com/reel/1607291033553485/,MyZudio
2024-11-10 12:30:23+00:00,"just a super chill banter between cities
let us know how your city will reply to this chat 

myzudio",7,0,0,https://www.facebook.com/reel/547509008233144/,MyZudio
2024-11-08 13:04:11+00:00,"words cant describe how we feel about winter but a song can  start commenting now 

myzudio",7,0,0,https://www.facebook.com/MyZudio/posts/pfbid02jXaPCJEwww8U3KDUHH85968WMKXdi5Cs3mY6H5RcpaeW6yabVbeGsLvwrQLi8DS8l,MyZudio
2024-11-07 12:45:17+00:00,"move away hot girl summer its time for cool girl winter 

zudios got your city covered
stay tuned

myzudio",9,0,0,https://www.facebook.com/reel/543715181614899/,MyZudio
2024-11-06 12:35:41+00:00,"winters here  lets see what your keyboard thinks about it 

myzudio",8,0,0,https://www.facebook.com/MyZudio/posts/pfbid0DtHMAvMA4JdoCQ5k2ek764WiAHam1dfHP12AziYKAKrwPLqwz9zzU89hG13oZbJDl,MyZudio
2024-10-31 13:09:12+00:00,"this diwali memes a lot to us 

myzudio",6,0,0,https://www.facebook.com/MyZudio/posts/pfbid02YyZdPnM3CoeS41PzyeCs3azLjD1dgN6ojpxe5YnjkvfEgekhiZwkmTsGMUTMdXo6l,MyZudio
2024-10-31 13:08:12+00:00,"this diwali memes a lot to us 

myzudio",8,0,0,https://www.facebook.com/MyZudio/posts/pfbid0Mvif8Wpb8AUWUm7fD9WS8k9oFLjv3ddB2giFoPS3KLq1DbnL7gGJvBfCUQXdd7LLl,MyZudio
2024-10-31 06:54:04+00:00,"whats getting ready without some desi drama 

myzudio",9,0,0,https://www.facebook.com/reel/1060092812284352/,MyZudio
2024-10-30 12:21:48+00:00,"whats getting ready without some desi drama 

myzudio",31,0,2,https://www.facebook.com/reel/1247006079882521/,MyZudio
2024-10-29 12:36:01+00:00,"diwali party fits just got lit 

myzudio",7,0,0,https://www.facebook.com/reel/1740973936669290/,MyZudio
2024-10-26 11:45:19+00:00,"catch us in myzudio diwali fits everywhere this szn 

myzudio",26,1,3,https://www.facebook.com/reel/1206203290447961/,MyZudio
2024-10-25 13:03:18+00:00,"the energy we bring to the function is unmatched 

myzudio",18,0,0,https://www.facebook.com/reel/527552836838919/,MyZudio
2024-10-21 14:11:59+00:00,"when the sun goes down the style game goes up 

myzudio",20,1,0,https://www.facebook.com/MyZudio/posts/pfbid0wDZ57gXzhapjKCNauZMoJydtNtVE5kXQjctd5hFf4K1eLQ9igvzuNJUBrj8Rm3Qql,MyZudio
2024-10-20 05:30:29+00:00,"from eating laddoos to eating up these looks were doing it all 

myzudio",16,0,2,https://www.facebook.com/reel/899399321694724/,MyZudio
2024-10-19 14:53:26+00:00,"from eating laddoos to eating up these looks were doing it all  

myzudio",48,0,1,https://www.facebook.com/reel/1996571084096153/,MyZudio
2024-10-18 15:16:28+00:00,"getting ready for is the main event 

myzudio",21,0,0,https://www.facebook.com/MyZudio/posts/pfbid0fDGWiEvmQ3RxURL6jimb3ip5VW8eU7KqqyaJPTsh1rkSQw3C5e7bVkKLi42M8kMBl,MyZudio
2024-10-18 12:05:19+00:00,"rate our looks from 1 to damn 

myzudio",19,0,0,https://www.facebook.com/reel/1076873430478163/,MyZudio
2024-10-17 14:20:02+00:00,"move aside diwali drip incoming 

myzudio",22,0,0,https://www.facebook.com/reel/1663243197853348/,MyZudio
2024-10-17 11:30:42+00:00,"we dont just touch up we glow up 

myzudio",18,0,0,https://www.facebook.com/reel/838844354781192/,MyZudio
2024-10-13 12:29:35+00:00,"festive fits call for more pics 

myzudio",25,4,0,https://www.facebook.com/MyZudio/posts/pfbid02arLTEQRU27yiC2VQFjWS8tpTUEmkLYCHuHawzg2pwig7n77UAiea3K5UaDGoAWEnl,MyZudio
2024-10-12 13:34:39+00:00,"dussehra fits to make you feel golden  

myzudio",8,1,0,https://www.facebook.com/reel/2025951854522127/,MyZudio
2024-10-11 13:54:24+00:00,"stepping into a new era dussehra 

myzudio",16,1,0,https://www.facebook.com/reel/527363603368566/,MyZudio
2024-10-05 13:33:10+00:00,"be a showstopper at every pandal 

myzudio",25,1,0,https://www.facebook.com/MyZudio/posts/pfbid022yQhnUQ8ZgKmTnCV5V349RNCD1MkEkUg7kbpwUXx61afkDNEPb7VABHGsqU43L3jl,MyZudio
2024-10-04 14:29:37+00:00,"this pujo will be no less than a party 

myzudio",24,0,3,https://www.facebook.com/reel/541776281570355/,MyZudio
2024-10-03 14:10:49+00:00,pujo vibe with a lot of style,22,1,3,https://www.facebook.com/MyZudio/posts/pfbid02C8ApnCmibir55DG7GgXxjbeBGLtLYxpyLSzkw9J22gg6GfpftpVULjNTuQ6t5RA4l,MyZudio
2024-10-02 13:35:40+00:00,"arriving in style for pujo 

myzudio",20,0,2,https://www.facebook.com/reel/894154405417273/,MyZudio
2024-09-29 13:28:31+00:00,"pujo is incomplete without pet pujo 

myzudio",15,0,1,https://www.facebook.com/reel/1045667646841484/,MyZudio
2024-09-28 12:49:17+00:00,"were not twinning were zudioing this pujo 

stay tuned were taking you on a festive ride 

myzudio",21,0,1,https://www.facebook.com/reel/1203908094155191/,MyZudio
2024-09-26 15:00:08+00:00,"the green flag in your keyboard is missing because hes here  

myzudio",14,1,0,https://www.facebook.com/reel/517358737679172/,MyZudio
2024-09-25 14:54:23+00:00,"work is 95 but fashion is 24x7 

myzudio",16,1,0,https://www.facebook.com/reel/880100414074904/,MyZudio
2024-09-25 09:18:19+00:00,"got chased by the fashion police they said i pass the vibe check 

myzudio",13,0,0,https://www.facebook.com/reel/1886746995142756/,MyZudio
2024-09-24 10:55:55+00:00,"hes not a green flag but the entire forest

myzudio",14,0,0,https://www.facebook.com/MyZudio/posts/pfbid0HbRhJBBAwsSLCu9Qh2NChp8pAwH3ri1vi1kjJWfnSS3uxSoFvZi4vLGqB71vLKcQl,MyZudio
2024-09-24 06:53:19+00:00,"we can tell that they never miss a fit check 

myzudio",9,0,0,https://www.facebook.com/MyZudio/posts/pfbid02BzrTZrqvEkV2NmHGbxrWe39yc66qsAJHBKXUTbPt8QKTeL9u8evCYKvmzt5snnKMl,MyZudio
2024-09-23 14:56:58+00:00,"they dont talk much but their rizz does 

myzudio",19,0,0,https://www.facebook.com/MyZudio/posts/pfbid02Z4UeBffo98btBs6sn1Ytjh2KceBv2U8rgzLXKp5t7AuJW6YZMKTv3i3LGavFHpZTl,MyZudio
2024-09-23 13:06:18+00:00,"pov this pookie is about to steal your heart 

myzudio",22,1,0,https://www.facebook.com/reel/535238798879341/,MyZudio
2024-09-22 06:23:28+00:00,"his fashion game is on point and he knows it  

myzudio",8,0,0,https://www.facebook.com/reel/489619987308115/,MyZudio
2024-09-22 06:22:41+00:00,"according to my girl math im not broke im just fabulous  

myzudio",6,0,0,https://www.facebook.com/reel/1584852712093995/,MyZudio
2024-09-22 06:19:04+00:00,"his fashion game is on point and he knows it  

myzudio",9,0,0,https://www.facebook.com/reel/1188406992416267/,MyZudio
2024-09-21 10:34:41+00:00,"according to my girl math im not broke im just fabulous  

myzudio",10,0,0,https://www.facebook.com/reel/2312508082424306/,MyZudio
2024-09-19 13:16:56+00:00,"p for pookie p for princess coincidence i think not 

myzudio",16,0,0,https://www.facebook.com/MyZudio/posts/pfbid02FjJnrK68RkuAPZ9gKx3kNVuCbC5RkRFF8mWhvVAxemj4piyLfqMkmM5nzrNBVNdvl,MyZudio
2024-09-18 12:32:27+00:00,"its his world and were just living in it 

myzudio",18,1,0,https://www.facebook.com/MyZudio/posts/pfbid0k8k3vnAYKLzNMxWaRtcEHpZRr7akvk5fgMsLiTmxJyhMTbjTy7Q5vBepDYpSXDENl,MyZudio
2024-09-17 14:22:03+00:00,"know someone who identifies as a brat tell them we said hi 

myzudio zudio",9,0,0,https://www.facebook.com/MyZudio/posts/pfbid0zDJnbMxXaCUASpxgz8ELJPubngQB8RpZFje79QMDaHsNsD94deJj7Qt31dM9htbGl,MyZudio
2024-09-15 13:51:16+00:00,"do any of these bags belong to your friends 

myzudio zudio",12,0,0,https://www.facebook.com/MyZudio/posts/pfbid028cpbS56TpJCtuVVbGg8Q3aA4QnACGnAdtkCoRuV91Dmkfkem1YcvbRb8DHmsGYGkl,MyZudio
2024-09-14 12:25:15+00:00,"do any of these bags belong to your friends 

myzudio zudio",15,0,0,https://www.facebook.com/reel/1174168697175447/,MyZudio
2024-09-13 13:34:03+00:00,"whatever your rizz is you have our rizzpect 

myzudio zudio",23,0,1,https://www.facebook.com/reel/499163962865484/,MyZudio
2024-09-10 12:54:45+00:00,,241,2,3,https://www.facebook.com/MyZudio/posts/3767384076840073:3767384076840073,MyZudio
2024-09-10 05:41:15+00:00,"the onam plan that made it out of the groupchat 

myzudio zudio",159,0,4,https://www.facebook.com/MyZudio/videos/885607646765706/,MyZudio
2024-09-09 13:33:15+00:00,"ready to serve some major festive inspo

myzudio zudio",104,1,1,https://www.facebook.com/MyZudio/videos/919222256697070/,MyZudio
2024-09-09 08:29:27+00:00,"aw szn episode 6 you your go to  1 

shop the aw 24 collection in your nearest zudio store now

myzudio zudio whatsinisyou",97,0,0,https://www.facebook.com/MyZudio/videos/8980304468713249/,MyZudio
2024-09-09 06:35:48+00:00,"aw szn episode 5 you your kinda hang 

shop the aw 24 collection in your nearest zudio store now

myzudio zudio whatsinisyou",77,0,0,https://www.facebook.com/MyZudio/videos/880111570702962/,MyZudio
2024-09-06 09:01:21+00:00,"aw szn episode 4 you your escape plan 

myzudio zudio",64,0,0,https://www.facebook.com/reel/1055389252803363/,MyZudio
2024-09-06 08:01:10+00:00,"aw szn episode 3 you your fav vibe 

myzudio zudio",68,1,0,https://www.facebook.com/reel/2510322706022308/,MyZudio
2024-09-06 07:01:07+00:00,"aw szn episode 2 you your secret sauce 

myzudio zudio",62,0,0,https://www.facebook.com/reel/790730366331049/,MyZudio
2024-09-06 05:20:17+00:00,"aw szn  episode 1 you your soundtrack 

myzudio zudio",58,0,0,https://www.facebook.com/reel/819683290334053/,MyZudio
2024-08-28 09:42:52+00:00,,125,3,1,https://www.facebook.com/MyZudio/posts/122101929116495011:911770230778774,MyZudio
